,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,state
0,423450,Energy,,"PJSC Tatneft, together with its subsidiaries, engages in exploration, development, and production of crude oil primarily in Russia. The company operates through Exploration and Production, Refining and Marketing, Petrochemical Products, and Banking segments. It holds interests in oil and gas fields located in Tatarstan in Russia. The company is also involved in the refining and marketing crude oil; the purchase and sale of crude oil and refined products from third parties; and retailing activities. In addition, it produces and sells tires; and manufactures and sells equipment, as well as provides engineering, procurement, and construction services for oil, gas, and petrochemical projects. Further, the company sells oilfield equipment, and auxiliary petrochemical related services and materials. Additionally, it is involved in the banking activities. The company was founded in 1950 and is headquartered in Almetyevsk, Russia.",Almetyevsk,7 8553 37 11 11,Russia,[],https://www.tatneft.ru,1,75 Lenin Street,Oil & Gas Integrated,,0.23376,0.155,0.69152,246566993920,0.728,0.19520001,255146000384,630,buy,435277000000,89876750336,670.1,427,0.456,1.024,0.098179996,9,729.4,5.026,0.1974,981.75,153221005312,45845999616,1091472982016,68.061,RUB,484.836,0.706,1.9,MCX,TATNEFT PJSC,PJSC Tatneft,Europe/Moscow,MSK,False,10800000,EQUITY,TATN.ME,finmb_396714,ru_market,,0.787,,3.366,-0.29684907,,123.02,,2103049984,,,,403.037,,,,1609372800,0.07865,169181003776,75.151,9.98,0.14403355,1.0594561,0.29231,1672444800,,1632960000,,,1588460164,0.722816,858810548224,2,,,,,1641427200,,0.456,0.8675219,,4.97,,3.4709804,,,,0,,,424,439,493.5075,0.09150943,0.2959,,439,,312955,424,436.84,38.8,439,,312955,,,38.8,1641427200,,,421.1,RUB,5.681894,893674,,,,946876710912,,,3298545,421.1,426,173000,893674,608.3,,8.41,232.9,0,False,0.0915,14000,439,427,,https://logo.clearbit.com/tatneft.ru,7 8553 30 78 00,,,,,,,,,,,,,,,,
0,197198,Utilities,,"Public Joint Stock Company ÂTerritorial Generating Company' No.1 produces electricity and heat in the North-West region of Russia. The company generates electricity through hydro and thermal sources. It operates 52 electric generating stations in St. Petersburg, the Republic of Karelia, Leningrad Oblast, and Murmansk Oblast. As of May 14, 2021, the company had an installed electric capacity of 6.9 GW and heating capacity of 13.5 thousand GCal/hr. It sells electricity in the wholesale market of Russia, as well as exports to Finland and Norway. The company was formerly known as Joint Stock Company Territorial Generating Company No.1 and changed its name to Public Joint Stock Company ÂTerritorial Generating Company' No.1 in August 2016. The company was founded in 2005 and is based in St. Petersburg, Russia. Public Joint Stock Company ÂTerritorial Generating Company' No.1 is a subsidiary of Gazprom Energoholding LLC",Saint Petersburg,7 812 901 3606,Russia,[],https://www.tgc1.ru,1,16 Dobroljubova Pr. Corp. 2,Utilities—Regulated Electric,Litera A Arena Hall Business Centre,0.19285,0.06955,0.09300999,,0.121,0.09300999,19724996608,0.01,buy,9513000000,,0.01,0.007362,-0.864,1.844,0.030840002,4,0.02,11.884,0.05007,0.03,2652999936,17252999168,102280003584,0.001,RUB,0.027,1.026,2,MCX,TGC-1 PJSC,Public Joint Stock Company Territorial Generating Company No. 1,Europe/Moscow,MSK,False,10800000,EQUITY,TGKA.ME,finmb_22049531,ru_market,,0.42,,2.179,-0.44104803,,0,,3854339932160,,,,0.038,,,,1640908800,0.02007,7113999872,0.002,0.00107,0.14403355,0.19373685,0.81778,1703980800,,1640908800,,,702338092928,0.944741,42975662080,4,,,,,1625184000,,-0.863,0.27743107,,,,,,,,0,,,0.007362,0.0066,0.0103312,0,0.4458,,0.007362,,0,0.007362,0.0081964,0,0.0066,,0,,,0,1625184000,,,0.007362,RUB,3.681,0,,,,28375650304,,,2797719672,0.007362,0,20000000,0,0.01295,,6.19,0.00578,0,False,0.1672,20000000,0.007362,0.007362,,https://logo.clearbit.com/tgc1.ru,7 812 901 3477,,,,,,,,,,,,,,,,
0,150003,Utilities,,"Public Joint-Stock Company Territorial Generation Company No.2 engages in the production and sale of electricity and heat in the Northwestern and Central Federal districts of Russia. The company manages 12 power plants, 45 diesel power plants, 77 boiler houses, and 5 heating network enterprises. It also sells steam and hot water. The company was founded in 2005 and is based in Yaroslavl, Russia.",Yaroslavl,7 4852 79 79 77,Russia,[],https://www.tgc-2.ru,1,"St. Pyatnitskaya, 6",Utilities—Independent Power Producers,Yaroslavl region,0.10394,0.02083,0.28241,7152616960,0.158,0.03954,4946917888,,none,13022089000,762238016,,0.003095,1.237,1.132,0.01793,,,44.161,-0.03175,,424872000,12147494912,47592722432,0,RUB,0.044,0.36,,MCX,TERRITORIAL GENER,Public Joint-Stock Company Territorial Generation Company No.2,Europe/Moscow,MSK,False,10800000,EQUITY,TGKB.ME,finmb_29053909,ru_market,,0.32,,3.075,-0.35606062,,,,1060180000768,,,,0.025,,,,1609372800,0,-769284992,0.001,7e-06,0.14403355,0.1238,0,1672444800,,1625011200,,,266682869200,0.597147,15211596800,4,,,,,1207180800,,1.237,0.07081676,,,,,,,,0,,,0.0031,0.002505,0.0040519,0,0,,0.003095,,0,0.0031,0.0034256,0,0.002505,,0,,,,1207180800,,,0.003095,RUB,3.0949998,0,,,,3370362368,,,511016393,0.003095,0,7600000000,0,0.00578,,,0.0022,0,False,,100000000,0.003095,0.003095,,https://logo.clearbit.com/tgc-2.ru,,,,,,,,,,,,,,,,,
0,300012,Utilities,12068,"Public Joint Stock Company ""Quadra - Power Generation"", together with its subsidiaries, generates, transmission, and sells electricity and thermal energy in Russia. It is also involved in the transportation of thermal energy. The company sells electricity on the wholesale electricity and capacity market; and thermal energy on the retail market. As of December 31, 2019, it operates electric power plants with an installed capacity of 2,939 MW; and thermal energy plants with an installed capacity of 14,746 gigacalorie per hour that are located in the regions of Belgorod, Bryansk, Voronezh, Kaluga, Kursk, Lipetsk, Orel, Ryazan, Smolensk, Tambov, and Tula. Public Joint Stock Company ""Quadra - Power Generation"" was founded in 2005 and is based in Tula, Russia. As of January 31, 2022, Public Joint Stock Company ""Quadra - Power Generation"" operates as a subsidiary of JSC OTEK.",Tula,7 4872 25 43 59,Russia,[],https://www.quadra.ru,1,99B Timiryazeva Street,Utilities—Regulated Electric,,0.1461,4.0000003e-05,0.22086,7717069824,0.084,0.03639,8405787136,,none,12896032000,1726741888,,0.010835,-0.028,0.483,0.01498,,,61.898,5e-05,,1022600000,28538822656,57535942656,0.001,RUB,0.029,0.328,,MCX,QUADRA-POWER GENER,"Public Joint Stock Company ""Quadra - Power Generation""",Europe/Moscow,MSK,False,10800000,EQUITY,TGKD.ME,finmb_28017441,ru_market,,0.853,,5.836,1.0237529,,,,1912499994624,,,,0.023,,,,1609372800,0.00056,2139000,0,3.6e-05,0.14403355,0.47108698,0.8247,1672444800,,1625011200,,,348435943345,0.623885,49053696000,4,,,,,1187568000,,-0.028,0.37143663,,,,,,,,0,,,0.010835,0.009,0.0078287,0,0,,0.010835,,0,0.010835,0.0095764,0,0.009,,0,,,,1187568000,,,0.010835,RUB,Infinity,0,,,,21370955776,,,1894575409,0.010835,0,40000000,0,0.0135,,,0.00401,0,False,,1000000000,0.010835,0.010835,,https://logo.clearbit.com/quadra.ru,7 4872 25 44 44,,,,,,,,,,,,,,,,
0,672000,Utilities,,"Public Joint Stock Company Territorial Generation Company No. 14 engages in the generation and supply of electricity and heat to wholesale market. The company offers thermal energy and heat to consumers in the Trans-Baikal Territory and the Republic of Buryatia. The company has 7 thermal power stations and 2 energy complexes with an installed electric power capacity of 649.57 MW and thermal capacity of 3,120.77 Gcal/h. Public Joint Stock Company Territorial Generation Company No. 14 was founded in 2004 and is based in Chita, Russia.",Chita,7 3022 38 41 43,Russia,[],https://www.tgk-14.com,1,"ul. Profsoyuznaya, 23",Utilities—Regulated Electric,,0.11612,0.03817,0.52657,1945836032,0.018,0.05287,1509933056,,none,6728191000,390265248,,0.00235,0.75,0.735,0.03684,,,26.253,0.07367,,206236992,1843709952,13003014144,0,RUB,0.01,0.408,,MCX,TGC-14 PJSC,Public Joint Stock Company Territorial Generation Company No. 14,Europe/Moscow,MSK,False,10800000,EQUITY,TGKN.ME,finmb_29455504,ru_market,,0.373,,3.216,-0.3020134,,,,1357949960192,,,,0.005,,,,1609372800,0,496286016,0,0.00024,0.14403355,0.47,0.92205,1672444800,,1625011200,,,105851860230,0.50713,4855803904,4,,,,,1175817600,,0.745,0.24541867,,,,,,,,0,,,0.00237,0.002,0.0028048,0,0,,0.00237,,0,0.00237,0.002466,0,0.002,,0,,,,1175817600,,,0.00237,RUB,Infinity,0,,,,3191182336,,,1301163935,0.00237,0,100000000,0,0.00468,,,0.00171,0,False,,100000000,0.00237,0.00235,,https://logo.clearbit.com/tgk-14.com,,,,,,,,,,,,,,,,,
0,634041,Utilities,,"public-stock company Tomsk distribution company transmits and distributes electricity in Russia. It operates 17,864 kilometers of transmission lines; 137 power centers; and 3,148 substations with a transformer capacity of 3,859 MVA. The company was founded in 1952 and is based in Tomsk, Russia. public-stock company Tomsk distribution company is a subsidiary of Rosseti, Public Joint Stock Company.",Tomsk,7 3822 43 19 92,Russia,[],https://www.trk.tom.ru,1,"36, Kirova Avenue",Utilities—Regulated Electric,,0.04815,-0.02046,-0.02102,327814016,0.182,-0.023540001,332948992,0.24,none,-304049000,54586752,0.24,0.259,,0.647,-0.0219,1,0.24,6.361,-0.03916,0.24,63126000,225002000,6914526208,0.014,RUB,1.573,0.507,,MCX,TOMSK DISTRIBUTION,public-stock company Tomsk distribution company,Europe/Moscow,MSK,False,10800000,EQUITY,TORS.ME,finmb_25237120,ru_market,,0.188,,3.906,-0.3314917,,,,3819320064,,,,0.805,,,,1609372800,0.0012800001,-141492000,-0.032,0.0091,0.14403355,0.32173914,0.9458,1672444800,,1632960000,,,759806123,0.661764,1300442240,4,,,,,1592265600,,,0.15993214,,,,,,,,0,,,0.259,0.234,0.34416,0,0,,0.259,,0,0.259,0.28346,0,0.234,,0,,,,1592265600,,,0.259,RUB,,0,,,,1105854976,,,519344,0.259,0,1000000,0,0.45,,,0.176,0,False,,1000000,0.259,0.259,,https://logo.clearbit.com/trk.tom.ru,7 3822 55 79 83,,,,,,,,,,,,,,,,
0,141402,Industrials,,"Public Joint Stock Company Center for Cargo Container Traffic TransContainer provides container shipping and other logistics services in Russia. The company offers freight forwarding and logistics services, such as preparing shipping documents, customs clearance, etc.; rail container tracking and delivery scheduling; and multi-modal door-to-door container transportation services. It also provides rail container transportation services, including provision of flatcars for the transportation of clients' cargos in company's containers; leasing of flatcars and containers; and specialized container transportation services. In addition, the company offers terminal services comprising container loading, unloading, and storage; preparation of containers for loading, etc.; and bonded warehousing services. Further, it provides truck delivery services, which include container trucking between a rail-side terminal and client's warehouses, as well as customs bonded carriage and delivery from the customs office to client's warehouse. As of December 31, 2020, the company owned and operated 38 container terminals along the Russian railway network, as well as operated 14 branches in Russia. The company was founded in 2003 and is headquarered in Moscow, Russia. Public Joint Stock Company Center for Cargo Container Traffic TransContainer is a subsidiary of LLL Delo-Center.",Moscow,7 495 788 1717,Russia,[],https://trcont.com,1,"Office 3, Building 6, Estate 39",Integrated Freight & Logistics,6th floor Leningradskaya Street Khimki,0.22655001,0.13524,0.2595,30486999040,0.228,0.19444999,29617000448,,none,21240000000,-1538749952,,8595,0.456,0.41,0.14241,,,276.981,0.39688,,10483000320,82304999424,130729000960,754.456,RUB,9408.499,0.324,,MCX,TRANSCONTAINER,Public Joint Stock Company Center for Cargo Container Traffic TransContainer,Europe/Moscow,MSK,False,10800000,EQUITY,TRCN.ME,finmb_30447442,ru_market,,1.463,,6.457,0,,,,13894800,,,,2138.573,,,,1609372800,,17679998976,1272.42,349.06,0.14403355,4.0190353,1,1672444800,,1632960000,,,49882,0.036541,191247613952,2,,,,,1637798400,,0.456,0.9135372,,,,,,,,0,,,8595,8520,8595,0.10425015,0.1847,,8600,,0,8595,8595,896.03,8520,,0,,,,1637798400,,,8520,RUB,6.7548447,195,,,,119425802240,,,0,8520,0,2000,195,8600,,,8520,0,False,,100,8600,8595,,https://logo.clearbit.com/trcont.com,,,,,,,,,,,,,,,,,
0,101000,Basic Materials,,"PAO TMK produces and sells steel pipes for the oil and gas, chemical and petrochemical, energy and machine-building, construction, agriculture, and other economic sectors. The company operates in two segments: Russia and Europe. It offers oil country tubular goods, including drilling, casing, and tubing used in drilling, equipment, and operation of wells for oil and gas production, as well as vacuum insulated tubing; oil and gas line pipes for intra-field pipelines for transporting crude oil and natural gas from the field to oil refineries and storage facilities, as well as to shipment points and distribution nodes; and welded large diameter pipe for the construction of oil and gas trunk pipelines, oil field pipelines, general purpose pipelines, and pipelines for heat supply networks and nuclear power stations. The company also provides hot and cold rolled, and welded steel pipes for use in mechanical engineering, nuclear, chemical, oil refining, and food industries; seamless industrial pipes for manufacturing steam boilers, bearings, parts, and assemblies of various machines and mechanisms for chemical, petrochemical, food, and nuclear industries; welded industrial pipes for engineering, construction, housing, and utilities sector; anti-corrosion coatings for welded and seamless pipes used in pipelines of transport systems in the oil and gas industry, housing and utilities, and agriculture; and cast billets. In addition, it offers cast billets; pipes with premium connections for oil and gas wells, as well as for horizontal and directional wells; and heat treatment, protective coating, premium connections threading, pipe storage, and repairing services. PAO TMK was founded in 2001 and is based in Moscow, Russia. PAO TMK is a subsidiary of TMK Steel Holding Limited.",Moscow,7 495 775 7600,Russia,[],https://www.tmk-group.com,1,40/2a Pokrovka Street,Steel,,0.1228,0.01626,0.21437,95319998464,1.311,0.083620004,52680998912,0.9,hold,91959000000,53059751936,0.9,60.54,,1.097,0.040260002,1,0.9,694.435,0.118090004,0.9,96340000768,346529988608,428980994048,93.25,RUB,415.223,0.603,3,MCX,TMK PAO,PAO TMK,Europe/Moscow,MSK,False,10800000,EQUITY,TRMK.ME,finmb_22457352,ru_market,,0.734,,5.975,-0.36634147,,0.17,,1033129984,,,,46.333,,,,1640908800,0.00153,6974000128,6.75,17.71,0.14403355,1.3066281,0.90637,1703980800,,1640908800,,,96515472,0.640374,314768982016,2,,,,,1631750400,,,0.1458006,,,,356.11765,,,,0,,,60.54,52,82.1474,0,4.0563,,60.54,,0,60.54,66.5548,0,52,,0,,,30.38,1631750400,,,60.54,RUB,8.968889,0,,,,62545690624,,,592070,60.54,0,163000,0,125.5,,,40,0,False,0.5847,7000,60.54,60.54,,https://logo.clearbit.com/tmk-group.com,7 495 775 7601,,,,,,,,,,,,,,,,
0,420061,Communication Services,4307,"Tattelecom Public Joint-Stock Company provides telecommunications services for business and home clients in the Republic of Tatarstan. It offers local and zonal telephony, high-speed Internet access, IP television (TV), cable and interactive digital TV, telegraph communication, and mobile communications services. The company operates 5 zonal electric communication centers and regional electric communication centers. It serves approximately 650,000 telephony subscribers and 500,000 high-speed Internet access subscribers. The company is headquartered in Kazan, Russia.",Kazan,7 843 222 2222,Russia,[],https://www.tattelecom.ru,1,"st. N. Ershova, 57",Telecom Services,,0.43206,0.26209998,0.51936,3333156096,0.04,0.31326,4314541056,,none,4707918000,2216700416,,0.512,1.261,1.824,0.15925999,,,7.611,0.35382998,,1644130048,632563008,9985993728,0.079,RUB,0.479,1.465,,MCX,TATTELECOM PJSC,Tattelecom Public Joint-Stock Company,Europe/Moscow,MSK,False,10800000,EQUITY,TTLK.ME,finmb_24226777,ru_market,,0.972,,2.249,-0.22893775,,,,19985799168,,,,0.399,,,,1609372800,0.00082,2617342976,0.126,0.0393,0.14403355,1.2832081,0.8721,1672444800,,1625011200,,,2701796221,0.640374,9702237184,4,,,,,1622419200,,1.261,1.0247082,,,,,,,,0,,,0.514,0.421,0.5925275,0.07587549,0.31219998,,0.514,,0,0.514,0.51303,0.039,0.421,,0,,,0.04,1622419200,,,0.514,RUB,4.0634923,0,,,,10232729600,,,4836427,0.514,0,2000000,0,0.7495,,7.48,0.36,0,False,0.0933,2000000,0.514,0.512,,https://logo.clearbit.com/tattelecom.ru,7 843 264 2096,,,,,,,,,,,,,,,,
0,452755,Industrials,782,"Tuimazinskiy Zavod Avtobetonovozov Publicly Traded Company designs and manufactures special purpose machinery for concrete comprising inclined-axis mixers, auto-concrete pumps, and booms. The company provides concrete mixers, stationary concrete pumps, trailers, trailer shorts, fire-fighting foam lifters, linear concrete pumps, and other products. It also offers capacitive equipment, metal structures, tank equipment, and steel castings, as well as plasma cutting and metalworking services. The company was formerly known as OAO Tuimazinskiy Zavod Avtobetonovozov and changed its name to Tuimazinskiy Zavod Avtobetonovozov Publicly Traded Company in November 2016. The company was founded in 1980 and is based in Tuymazy, Russia. Tuimazinskiy Zavod Avtobetonovozov Publicly Traded Company is a subsidiary of KAMAZ Publicly Traded Company.",Tuymazy,88 00 22 217 02,Russia,[],https://www.tzacom.ru,1,"70 years of October, 17",Farm & Heavy Construction Machinery,Republic of Bashkortostan,0.04896,0.057589997,0.12964,,0.393,0.04269,108814000,,none,174150000,,,89,5.07,0.97,0.06629,,,,1.6703,,58555000,0,2222526976,7.123,RUB,270.385,0.376,,MCX,TUIMAZINSKIY ZAVOD,Tuimazinskiy Zavod Avtobetonovozov Publicly Traded Company,Europe/Moscow,MSK,False,10800000,EQUITY,TUZA.ME,finmb_27533080,ru_market,,0.305,,6.223,-0.15760869,,,,8220000,,,,17.109,,,,1609372800,0.09708,127999000,15.572,4.23,0.14403355,5.2019405,0.87707,1672444800,,1625011200,,,1010485,0.454099,677134976,2,,,,,1209081600,,5.07,0.32916588,,,,,,,,0,,,89.5,84.5,110.7725,0,0,,89.5,,0,89.5,107.09,0,84.5,,0,,,,1209081600,,,89.5,RUB,5.715387,0,,,,731580032,,,5316,89.5,0,4000,0,181.5,,,75.5,0,False,,1000,89.5,89,,https://logo.clearbit.com/tzacom.ru,,,,,,,,,,,,,,,,,
0,107031,Financial Services,,"Public Joint Stock Company United Credit Systems provides various banking and financial services in Russia. It provides banking services, which includes credit products, deposits, mortgage products, payment services, and money transfers, etc. The company also offers leasing services, such as trains, aircraft and vessels, commercial real estate, equipment, vehicles, and machinery. In addition, it engages in the purchase and sale of securities; and invests in securities and properties. The company is based in Moscow, Russia. As of May 27, 2021, Public Joint Stock Company United Credit Systems operates as a subsidiary of JSC NPF Blagosostoyanie.",Moscow,7 495 933 0193,Russia,[],https://www.ucsys.ru,1,"Petrovka str., 27",Asset Management,"the 2st floor, room 8 the non-residential premises 1",0,0.76788,0,-11367610368,,0.90616,,,none,809000000,,,565,,,0.04741,,,,0.049099997,,12826413056,0,1175294976,540.765,RUB,49.551,,,MCX,UNITED CREDIT SYS.,Public Joint Stock Company United Credit Systems,Europe/Moscow,MSK,False,10800000,EQUITY,UCSS.ME,finmb_229552930,ru_market,,0.489,,,-0.5132743,,,,23718900,,,,793.385,,,,1609372800,0.0021,902491008,38.049,21.35,0.14403355,0.7121385,0.99732,1672444800,,1625011200,,,63567,-2.872994,574822016,2,,,,,1531267200,,,11.402395,,,,,,,,0,,,565,0,906.725,0,0,,565,,0,565,671.3,0,0,,0,,,,1531267200,,,565,RUB,14.849274,0,,,,13401178112,,,279,565,0,100,0,1280,,,500,0,False,,100,565,565,,https://logo.clearbit.com/ucsys.ru,,,,,,,,,,,,,,,,,
0,652877,Energy,,"Southern Kuzbass Coal company Public joint-stock company produces coking and steam coal in Russia. Its mines are located in Mezhdurechensk, Kemerovo region. The company was founded in 1993 and is based in Mezhdurechensk, Russia. Southern Kuzbass Coal company Public joint-stock company operates as a subsidiary of Mechel PAO",Mezhdurechensk,7 3847 57 22 00,Russia,[],https://www.mechel.com/sector/mining/yuzhnij_kuzbass,1,"Yunosti ul, 6",Thermal Coal,,-0.01715,-0.36789,0.19672,3052672000,-0.154,-0.070089996,-428703008,,none,3916469000,-6383162880,,920,,0.129,-0.0090499995,,,,,,7017000,131111452672,24992972800,0.194,RUB,692.403,0.069,,MCX,SOUTHERN KUZBASS C,Southern Kuzbass Coal company Public joint-stock company,Europe/Moscow,MSK,False,10800000,EQUITY,UKUZ.ME,finmb_13526640,ru_market,,6.589,,-384.146,0.25,,,,36109200,,,,-916.782,,,,1609372800,0,-9194727424,-254.73,232.27,0.14403355,,0.97480005,1672444800,,1625011200,,,909952,0.471479,164684365824,2,,,,,1367539200,,,1.3291922,,,,,,,,0,,,920,0,1092,0,0,,920,,0,920,1053.96,0,0,,0,,,,1367539200,,,920,RUB,,0,,,,33220464640,,,563,920,0,800,0,2150,,,550,0,False,,600,920,920,,https://logo.clearbit.com/mechel.com,7 3847 57 22 41,,,,,,,,,,,,,,,,
0,115054,Industrials,,"Public Joint Stock Company United Aircraft Corporation, together with its subsidiaries, engages in the development, manufacture, sale, and aftersales maintenance of civil, military, transport, and special-purpose aircraft in Russia. The company offers aircraft primarily under the Sukhoi, MiG, Ilyushin, Tupolev, Yakovlev, Irkut, Sukhoi Superjet 100, and Beriev brands. It also offers operational support, warranty and servicing, modernization, and repair services, as well as civil and military aircraft disposal services. The company was incorporated in 2006 and is headquartered in Moscow, Russia.",Moscow,7 495 926 1420,Russia,[],https://www.uacrussia.ru,1,Building 1,Aerospace & Defense,Bolshaya Pionerskaya Street,0.08851,-0.25643998,0.31929,-9255999488,0.374,0.08349,41464999936,,none,129569000000,-76987252736,,0.4095,,1.043,0.02307,,,,,,179820003328,624287023104,468485996544,0.345,RUB,0.876,0.491,,MCX,UNITED AIRCRAFT CO,Public Joint Stock Company United Aircraft Corporation,Europe/Moscow,MSK,False,10800000,EQUITY,UNAC.ME,finmb_32856517,ru_market,,1.409,,15.917,-0.17225951,,,,520794996736,,,,-0.285,,,,1609372800,0,-120136998912,-0.225,0.001971,0.14403355,,0,1672444800,,1625011200,,,,0.378342,659984678912,4,,,,,1436400000,,,0.45522287,,,,,,,,0,,,0.4095,0,0.64565,0,0,,0.4095,,0,0.4095,0.51573,0,0,,0,,,,1436400000,,,0.4095,RUB,,0,,,,213265547264,,,4004295,0.4095,0,2000000,0,0.84,,,0.336,0,False,,12000000,0.4095,0.4095,,https://logo.clearbit.com/uacrussia.ru,7 495 926 1421,,,,,,,,,,,,,,,,
0,462424,Basic Materials,141,"Southern Urals Nickel Plant PJSC engages in the production and sale of nickel products in Russia. The company is based in Orsk, Russia.",Orsk,7 8 3537 37 11 30,Russia,[],https://www.unickel.ru,1,Prizavodskaya 1,Other Industrial Metals & Mining,,-0.87448996,0,0.41004002,-120773000,0.561,-0.96269995,-124748000,,none,40406000,-3091875,,5790,,0.193,-0.01055,,,13.23,-0.06296,,188000,913894016,142652000,0.313,RUB,237.753,0.093,,MCX,SOUTHERN URALS NIC,Southern Urals Nickel Plant PJSC,Europe/Moscow,MSK,False,10800000,EQUITY,UNKL.ME,finmb_22249591,ru_market,,30.548,,-34.932,-0.49135298,,,,599737,,,,11512.417,,,,1609372800,0,-449705984,-749.51,,0.14403355,0.50293523,0.84098,1672444800,,1625011200,,,95412,1.425133,4357706240,2,,,,,,,,24.342297,,,,,,,,0,,,5740,0,8072.5,0,0,,5740,,0,5740,6470,0,0,,0,,,,,,,5740,RUB,,0,,,,3472477184,,,65,5740,0,100,0,12880,,,4300,0,False,,300,5740,5790,,https://logo.clearbit.com/unickel.ru,7 8 3537 26 91 68,,,,,,,,,,,,,,,,
0,123112,Utilities,4355,"Public Joint-Stock Company Unipro engages in the production and sale of electricity, and power and heat energy in Russia. It operates five power plants with a total capacity of 11,245.1 megawatts. The company sells electricity on the wholesale electricity and capacity market; and provides distributed power solutions. Public Joint-Stock Company Unipro is also involved in engineering activities; and the management of non-residential assets. The company was formerly known as Open Joint-Stock Company E.ON Russia and changed its name to Public Joint-Stock Company Unipro in June 2016. The company was founded in 2005 and is headquartered in Moscow, Russia. Public Joint-Stock Company Unipro is a subsidiary of Uniper SE.",Moscow,7 4955 45 38 38,Russia,[],https://www.unipro.energy,1,"10, Building B",Utilities—Independent Power Producers,23th Floor Presnenskaya Naberezhnaya,0.3359,0.09342,0.48503,27698135040,0.017,0.25047,29602195456,2.67,buy,42745612000,9646346240,3.1,1.649,,1.072,0.10502,7,3.02,3.818,0.07184,3.14,29737000,4148552960,88129314816,0,RUB,1.398,0.536,2.1,MCX,UNIPRO PJSC,Public Joint-Stock Company Unipro,Europe/Moscow,MSK,False,10800000,EQUITY,UPRO.ME,finmb_24537380,ru_market,,1.226,,3.651,-0.45150155,,0.19,,63048699904,,,,1.723,,,,1640908800,0.03523,8232855040,0.131,0.190329,0.14403355,0.95705163,0.83730006,1703980800,,1640908800,,,10258024490,0.37745,108086132736,4,,,,,1639612800,,,1.1797131,,,,8.678947,,,,0,,,1.649,0,2.58354,0,0.9516,,1.649,,0,1.649,2.06148,0,0,,0,,,0.38,1639612800,,,1.649,RUB,12.587787,0,,,,103967309824,,,38448704,1.649,0,0,0,2.984,,8.17,1.15,0,False,0.23959999,0,1.649,1.649,,https://logo.clearbit.com/unipro.energy,7 4955 45 38 39,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
